Binomial	ID	year	popvalue
Mallotus_villosus	2326	1989	84
Balaenoptera_acutorostrata	2365	1989	64422
Boreogadus_saida	2528	1989	207.8
Sebastes_mentella	8074	1989	1854.82
Pollachius_virens	1529	1990	118184
Mallotus_villosus	2326	1990	92
Boreogadus_saida	2528	1990	127.3
Sebastes_mentella	8074	1990	2125.29
Pollachius_virens	1529	1991	114921
Mallotus_villosus	2326	1991	643
Boreogadus_saida	2528	1991	381.5
Sebastes_mentella	8074	1991	4928.56
Somateria_mollissima	12011	1991	6163
Pollachius_virens	1529	1992	95225
Uria_aalge	1905	1992	42900
Mallotus_villosus	2326	1992	302
Boreogadus_saida	2528	1992	594.9
Sebastes_mentella	8074	1992	1833.33
Pollachius_virens	1529	1993	97538
Mallotus_villosus	2326	1993	293
Boreogadus_saida	2528	1993	609.7
Sebastes_mentella	8074	1993	1840.61
Somateria_mollissima	12011	1993	5151
Pollachius_virens	1529	1994	148005
Mallotus_villosus	2326	1994	139
Boreogadus_saida	2528	1994	540.5
Sebastes_mentella	8074	1994	2144.17
Pollachius_virens	1529	1995	196025
Mallotus_villosus	2326	1995	60
Balaenoptera_acutorostrata	2365	1995	111580
Boreogadus_saida	2528	1995	426.2
Sebastes_mentella	8074	1995	2629.69
Somateria_mollissima	12011	1995	5608
Pollachius_virens	1529	1996	244507
Phalaropus_fulicarius	1792	1996	11
Mallotus_villosus	2326	1996	60
Boreogadus_saida	2528	1996	487.4
Sebastes_mentella	8074	1996	1718.45
Somateria_mollissima	12011	1996	5333
Pollachius_virens	1529	1997	242559
Mallotus_villosus	2326	1997	85
Boreogadus_saida	2528	1997	400.7
Sebastes_mentella	8074	1997	1076.87
Somateria_mollissima	12011	1997	5811
Pollachius_virens	1529	1998	290396
Mallotus_villosus	2326	1998	94
Boreogadus_saida	2528	1998	839.5
Sebastes_mentella	8074	1998	865.98
Somateria_mollissima	12011	1998	3553
Pollachius_virens	1529	1999	306202
Phalaropus_fulicarius	1793	1999	5
Mallotus_villosus	2326	1999	382
Balaenoptera_acutorostrata	2365	1999	79461
Boreogadus_saida	2528	1999	1141.9
Sebastes_mentella	8074	1999	1047.86
Somateria_mollissima	12011	1999	3701
Pollachius_virens	1529	2000	365492
Rissa_tridactyla	1814	2000	90000
Mallotus_villosus	2326	2000	599
Boreogadus_saida	2528	2000	1347.8
Sebastes_mentella	8074	2000	790.25
Somateria_mollissima	12011	2000	5260
Pollachius_virens	1529	2001	368796
Mallotus_villosus	2326	2001	626
Boreogadus_saida	2528	2001	1869.6
Sebastes_mentella	8074	2001	636.15
Pollachius_virens	1529	2002	433220
Mallotus_villosus	2326	2002	496
Boreogadus_saida	2528	2002	1377.2
Sebastes_mentella	8074	2002	733.53
Pollachius_virens	1529	2003	418319
Mallotus_villosus	2326	2003	427
Boreogadus_saida	2528	2003	280.2
Sebastes_mentella	8074	2003	782.42
Pollachius_virens	1529	2004	495836
Mallotus_villosus	2326	2004	94
Boreogadus_saida	2528	2004	1150
Sebastes_mentella	8074	2004	359.77
Pollachius_virens	1529	2005	574353
Mallotus_villosus	2326	2005	122
Balaenoptera_acutorostrata	2365	2005	78500
Boreogadus_saida	2528	2005	1730
Sebastes_mentella	8074	2005	532.29
Pollachius_virens	1529	2006	511959
Mallotus_villosus	2326	2006	72
Boreogadus_saida	2528	2006	1910
Sebastes_mentella	8074	2006	800.98
Pollachius_virens	1529	2007	523347
Mallotus_villosus	2326	2007	189
Boreogadus_saida	2528	2007	1220
Sebastes_mentella	8074	2007	1205.21
Pollachius_virens	1529	2008	454521
Mallotus_villosus	2326	2008	330
Boreogadus_saida	2528	2008	1219.6
Sebastes_mentella	8074	2008	1829.57
Pollachius_virens	1529	2009	348015
Mallotus_villosus	2326	2009	517
Boreogadus_saida	2528	2009	891.9
Sebastes_mentella	8074	2009	1207.39
Pollachius_virens	1529	2010	309279
Mallotus_villosus	2326	2010	504
Boreogadus_saida	2528	2010	1432.4
Sebastes_mentella	8074	2010	1767.97
Pollachius_virens	1529	2011	271034
Mallotus_villosus	2326	2011	487
Boreogadus_saida	2528	2011	861.5
Sebastes_mentella	8074	2011	1724.85
Pollachius_virens	1529	2012	270493
Mallotus_villosus	2326	2012	504
Boreogadus_saida	2528	2012	324.3
Pollachius_virens	1529	2013	272938
Mallotus_villosus	2326	2013	479
Boreogadus_saida	2528	2013	483.1
Pollachius_virens	1529	2014	250325
Mallotus_villosus	2326	2014	389
